sth_account_id,fan_id,churn_risk_score,reason_codes,prior_season_renewal_status
STH502411,TF107028,0.1,no dominant single factor,renewed
STH501184,TF103482,3.8,"low game attendance, low total spend",renewed
STH503233,TF109401,0.1,no dominant single factor,renewed
STH503179,TF109258,11.7,long gap since last game attended,renewed
STH505952,TF117720,1.2,"low spend per game, tenure",renewed
STH501018,TF102992,92.9,"low total spend, low game attendance",not_renewed
STH502913,TF108446,0.1,tenure,renewed
STH502626,TF107625,0.3,low spend per game,renewed
STH501651,TF104828,0.3,low spend per game,renewed
STH505049,TF114974,0.3,low email engagement,renewed
STH505020,TF114913,0.1,no dominant single factor,renewed
STH505950,TF117708,0.0,few emails received,renewed
STH500196,TF100519,0.2,few emails received,renewed
STH502420,TF107052,2.4,low email engagement,renewed
STH504268,TF112515,0.4,"low spend per game, few emails received",renewed
STH504868,TF114419,3.7,"low game attendance, low email engagement",renewed
STH506488,TF119279,0.1,low email engagement,renewed
STH503628,TF110600,97.1,"low total spend, low game attendance",not_renewed
STH500226,TF100624,0.3,"few emails received, long gap since last game attended",renewed
STH501014,TF102984,0.3,tenure,renewed
STH502539,TF107382,2.4,tenure,renewed
STH503301,TF109606,0.1,few emails received,renewed
STH506317,TF118752,0.1,no dominant single factor,renewed
STH506082,TF118099,0.2,"tenure, low spend per game",renewed
STH500404,TF101124,0.1,no dominant single factor,renewed
STH500259,TF100708,0.4,"few emails received, long gap since last game attended",renewed
STH500633,TF101789,0.1,no dominant single factor,renewed
STH504818,TF114229,0.2,low spend per game,renewed
STH508175,TF124048,0.1,"few emails received, low spend per game",renewed
STH500811,TF102342,38.6,"low game attendance, low total spend",renewed
STH505261,TF115644,1.0,tenure,renewed
STH504896,TF114488,0.1,no dominant single factor,renewed
STH500572,TF101616,5.0,"low spend per game, tenure",renewed
STH505845,TF117378,0.3,low spend per game,renewed
STH507002,TF120701,0.2,long gap since last game attended,renewed
STH507854,TF123082,1.0,"low spend per game, low email engagement",renewed
STH507851,TF123075,0.1,tenure,renewed
STH501528,TF104466,0.1,no dominant single factor,renewed
STH502685,TF107810,0.2,no dominant single factor,renewed
STH505676,TF116950,6.3,"low total spend, low email engagement",renewed
STH500916,TF102666,0.2,low spend per game,renewed
STH506047,TF117996,0.2,"few emails received, tenure",renewed
STH504792,TF114158,2.4,"low spend per game, few emails received",renewed
STH501890,TF105563,0.2,"tenure, low spend per game",renewed
STH507460,TF122001,0.1,few emails received,renewed
STH500112,TF100314,0.1,low spend per game,renewed
STH500170,TF100470,10.5,"long gap since last game attended, tenure",renewed
STH502089,TF106119,0.1,tenure,renewed
STH507259,TF121444,85.0,"low total spend, low game attendance",not_renewed
STH500776,TF102259,0.1,no dominant single factor,renewed
STH501282,TF103789,59.3,"low game attendance, low total spend",renewed
STH508359,TF124551,0.1,low email engagement,renewed
STH500875,TF102555,0.1,low spend per game,renewed
STH501286,TF103797,0.1,no dominant single factor,renewed
STH502368,TF106903,25.9,"low total spend, low game attendance",renewed
STH506369,TF118933,0.0,no dominant single factor,renewed
STH502634,TF107648,96.4,"low total spend, low game attendance",not_renewed
STH501453,TF104244,0.1,no dominant single factor,renewed
STH507291,TF121517,0.2,few emails received,renewed
STH503184,TF109267,9.3,"few emails received, low email engagement",renewed
STH507563,TF122306,88.3,"low total spend, low game attendance",not_renewed
STH507254,TF121432,0.1,tenure,renewed
STH502598,TF107563,0.2,low spend per game,renewed
STH501141,TF103339,0.1,no dominant single factor,renewed
STH507825,TF123001,80.7,"low game attendance, low total spend",not_renewed
STH508420,TF124755,0.1,no dominant single factor,renewed
STH506500,TF119321,0.1,low spend per game,renewed
STH500971,TF102856,0.0,tenure,renewed
STH507521,TF122190,0.5,"tenure, long gap since last game attended",renewed
STH502678,TF107780,0.2,"low spend per game, low email engagement",renewed
STH500010,TF100020,14.7,"long gap since last game attended, low game attendance",renewed
STH508040,TF123664,0.2,few emails received,renewed
STH503522,TF110317,0.1,low spend per game,renewed
STH505398,TF116063,4.6,"low total spend, low game attendance",renewed
STH502048,TF106009,0.2,"tenure, low spend per game",renewed
STH503593,TF110503,0.1,low spend per game,renewed
STH500076,TF100238,94.0,"low total spend, low game attendance",not_renewed
STH505369,TF115968,58.3,"low total spend, low game attendance",renewed
STH505033,TF114943,0.8,no dominant single factor,renewed
STH500424,TF101188,0.1,no dominant single factor,renewed
STH502316,TF106753,0.1,low spend per game,renewed
STH501863,TF105486,0.3,"low spend per game, low email engagement",renewed
STH500041,TF100117,0.1,few emails received,renewed
STH502989,TF108677,0.1,no dominant single factor,renewed
STH507618,TF122444,0.2,no dominant single factor,renewed
STH500411,TF101139,54.5,"low total spend, low game attendance",renewed
STH501614,TF104738,0.4,low email engagement,renewed
STH502415,TF107032,1.7,"low email engagement, low game attendance",renewed
STH507456,TF121993,1.0,low email engagement,renewed
STH500512,TF101462,0.6,"low spend per game, low email engagement",renewed
STH502561,TF107440,0.3,low email engagement,renewed
STH501804,TF105278,0.1,no dominant single factor,renewed
STH500428,TF101194,5.5,tenure,renewed
STH500674,TF101905,0.9,tenure,renewed
STH503387,TF109861,0.2,tenure,renewed
STH504618,TF113597,0.0,no dominant single factor,renewed
STH501830,TF105369,0.1,no dominant single factor,renewed
STH501309,TF103849,0.1,no dominant single factor,renewed
STH501746,TF105114,0.1,tenure,renewed
STH505016,TF114885,0.1,low spend per game,renewed
STH500304,TF100843,0.1,no dominant single factor,renewed
STH502963,TF108596,0.1,tenure,renewed
STH500338,TF100936,94.5,"low total spend, low game attendance",not_renewed
STH500394,TF101099,44.0,"low game attendance, low total spend",not_renewed
STH507799,TF122929,0.7,tenure,renewed
STH506388,TF118983,0.2,few emails received,renewed
STH505340,TF115893,0.2,low spend per game,renewed
STH505894,TF117526,4.5,low email engagement,renewed
STH507566,TF122312,0.1,low spend per game,renewed
STH507587,TF122354,5.7,"low total spend, low game attendance",renewed
STH502643,TF107679,0.2,low email engagement,renewed
STH506018,TF117930,0.1,no dominant single factor,renewed
STH502366,TF106901,0.1,no dominant single factor,renewed
STH501941,TF105694,0.1,no dominant single factor,renewed
STH500989,TF102891,0.1,tenure,renewed
STH501985,TF105836,0.1,no dominant single factor,renewed
STH502102,TF106161,14.4,"low game attendance, low total spend",renewed
STH501056,TF103093,0.2,"low spend per game, few emails received",renewed
STH502120,TF106213,99.0,"low total spend, low game attendance",not_renewed
STH504307,TF112625,0.2,tenure,renewed
STH505826,TF117322,0.1,"low email engagement, tenure",renewed
STH501725,TF105045,0.1,no dominant single factor,renewed
STH506799,TF120157,0.2,tenure,renewed
STH507754,TF122798,0.2,no dominant single factor,renewed
STH503928,TF111487,97.9,"low total spend, low game attendance",not_renewed
STH502801,TF108145,48.5,"low total spend, low game attendance",not_renewed
STH507206,TF121308,0.1,no dominant single factor,renewed
STH506382,TF118968,0.1,no dominant single factor,renewed
STH504916,TF114554,18.7,"low game attendance, low email engagement",renewed
STH505539,TF116484,7.9,"tenure, low email engagement",renewed
STH500838,TF102442,0.3,low email engagement,renewed
STH506223,TF118473,15.5,"low game attendance, low email engagement",renewed
STH505119,TF115190,0.3,"low spend per game, low email engagement",renewed
STH500625,TF101770,0.1,few emails received,renewed
STH503846,TF111239,0.5,"low spend per game, few emails received",renewed
STH501813,TF105306,0.2,"tenure, low email engagement",renewed
STH502164,TF106328,2.4,no dominant single factor,renewed
STH506821,TF120220,99.3,"low total spend, low game attendance",not_renewed
STH502887,TF108374,0.2,tenure,renewed
STH507657,TF122549,0.1,few emails received,renewed
STH503563,TF110424,0.2,tenure,renewed
STH504418,TF112990,0.1,no dominant single factor,renewed
STH507370,TF121763,0.1,no dominant single factor,renewed
STH500655,TF101841,1.5,low spend per game,renewed
STH504530,TF113325,0.6,tenure,renewed
STH507691,TF122651,0.1,tenure,renewed
STH505436,TF116182,0.2,"low spend per game, tenure",renewed
STH505333,TF115853,6.7,tenure,renewed
STH503106,TF109034,0.2,low email engagement,renewed
STH508069,TF123735,0.1,tenure,renewed
STH500819,TF102362,3.8,"low spend per game, tenure",not_renewed
STH507585,TF122351,0.3,tenure,renewed
STH506437,TF119111,0.2,low email engagement,renewed
STH505934,TF117672,0.1,no dominant single factor,renewed
STH501003,TF102952,84.5,"low total spend, low game attendance",not_renewed
STH503573,TF110447,0.1,low spend per game,renewed
STH501307,TF103843,99.0,"low total spend, low game attendance",not_renewed
STH502918,TF108471,0.7,"low spend per game, low email engagement",renewed
STH504377,TF112880,2.1,"low email engagement, low spend per game",renewed
STH507457,TF121998,0.2,no dominant single factor,renewed
STH504398,TF112928,2.6,"few emails received, low email engagement",renewed
STH500806,TF102323,0.1,tenure,renewed
STH506479,TF119247,0.1,low spend per game,renewed
STH506341,TF118855,2.2,"long gap since last game attended, low email engagement",renewed
STH507937,TF123331,0.2,low email engagement,renewed
STH503785,TF111070,0.1,tenure,renewed
STH503859,TF111272,1.0,few emails received,renewed
STH503840,TF111224,0.2,low spend per game,renewed
STH501009,TF102970,0.1,no dominant single factor,renewed
STH502267,TF106592,0.4,"low spend per game, low email engagement",renewed
STH503551,TF110393,0.1,tenure,renewed
STH503955,TF111583,0.1,tenure,renewed
STH507357,TF121727,1.8,long gap since last game attended,renewed
STH503042,TF108844,99.1,"low total spend, low game attendance",not_renewed
STH504857,TF114373,0.1,"long gap since last game attended, tenure",renewed
STH501623,TF104764,0.1,"few emails received, low email engagement",renewed
STH502670,TF107759,0.1,tenure,renewed
STH506356,TF118896,0.1,low email engagement,renewed
STH507766,TF122827,0.3,"low spend per game, low email engagement",renewed
STH501430,TF104180,0.1,no dominant single factor,renewed
STH502128,TF106233,0.2,low spend per game,renewed
STH506632,TF119684,0.2,low email engagement,renewed
STH507178,TF121229,0.1,low email engagement,renewed
STH502607,TF107579,0.2,"few emails received, tenure",renewed
STH504858,TF114374,0.2,tenure,renewed
STH508110,TF123847,85.9,"low total spend, low game attendance",not_renewed
STH500816,TF102356,0.1,no dominant single factor,renewed
STH502613,TF107600,0.1,tenure,renewed
STH504942,TF114647,0.3,tenure,renewed
STH504326,TF112684,0.4,"tenure, long gap since last game attended",renewed
STH507910,TF123258,0.1,"low spend per game, tenure",renewed
STH506740,TF119976,0.8,tenure,renewed
STH503913,TF111438,0.2,low email engagement,renewed
STH501526,TF104449,0.2,"low spend per game, few emails received",renewed
STH503487,TF110202,1.5,tenure,renewed
STH501965,TF105765,0.1,tenure,renewed
STH505578,TF116618,3.9,"low game attendance, low spend per game",renewed
STH501171,TF103442,0.5,tenure,renewed
STH506575,TF119519,0.2,few emails received,renewed
STH502612,TF107593,0.1,low spend per game,renewed
STH505954,TF117726,0.1,low spend per game,renewed
STH504597,TF113539,2.9,low email engagement,renewed
STH501650,TF104826,0.0,no dominant single factor,renewed
STH502724,TF107903,0.2,"low spend per game, low email engagement",renewed
STH507095,TF120984,1.2,tenure,renewed
STH506358,TF118898,0.3,low email engagement,renewed
STH500187,TF100499,0.1,no dominant single factor,renewed
STH505024,TF114922,0.3,tenure,renewed
STH501901,TF105592,0.2,tenure,renewed
STH503322,TF109672,0.4,"low spend per game, low email engagement",renewed
STH502018,TF105920,0.1,low spend per game,renewed
STH501845,TF105410,22.9,"low game attendance, low total spend",renewed
STH508427,TF124775,0.2,no dominant single factor,renewed
STH504273,TF112532,0.1,no dominant single factor,renewed
STH507774,TF122854,0.1,no dominant single factor,renewed
STH506068,TF118059,0.4,"tenure, low spend per game",renewed
STH506348,TF118873,5.2,"long gap since last game attended, low game attendance",renewed
STH503829,TF111196,0.3,low spend per game,renewed
STH507449,TF121976,87.1,"low game attendance, low total spend",not_renewed
STH508304,TF124405,0.3,"low email engagement, few emails received",renewed
STH503461,TF110132,0.1,"tenure, low spend per game",renewed
STH505829,TF117336,0.3,low spend per game,renewed
STH507873,TF123143,0.1,few emails received,renewed
STH505250,TF115603,84.3,"low game attendance, long gap since last game attended",not_renewed
STH501574,TF104611,0.2,"tenure, low email engagement",renewed
STH501795,TF105250,0.1,"low spend per game, low email engagement",renewed
STH506133,TF118191,0.1,no dominant single factor,renewed
STH501612,TF104735,0.1,low email engagement,renewed
STH505696,TF117003,0.1,low email engagement,renewed
STH506597,TF119574,0.1,no dominant single factor,renewed
STH504289,TF112575,0.0,no dominant single factor,renewed
STH508096,TF123816,10.0,few emails received,renewed
STH501721,TF105035,1.1,few emails received,renewed
STH506243,TF118536,0.1,low email engagement,renewed
STH503353,TF109766,0.1,no dominant single factor,renewed
STH508431,TF124780,21.2,"low total spend, long gap since last game attended",renewed
STH501240,TF103648,2.0,tenure,renewed
STH504699,TF113828,0.1,no dominant single factor,renewed
STH501873,TF105510,98.2,"low total spend, low game attendance",not_renewed
STH508266,TF124278,98.5,"low total spend, low game attendance",not_renewed
STH508081,TF123778,97.2,"low total spend, low game attendance",not_renewed
STH500962,TF102828,0.1,tenure,renewed
STH505171,TF115359,3.6,few emails received,renewed
STH502236,TF106519,0.1,low spend per game,renewed
STH502419,TF107049,85.2,"low total spend, low game attendance",not_renewed
STH506289,TF118676,0.0,no dominant single factor,renewed
STH507623,TF122451,0.1,no dominant single factor,renewed
STH504959,TF114700,0.5,"low spend per game, tenure",renewed
STH500652,TF101829,0.1,no dominant single factor,renewed
STH504788,TF114139,0.1,no dominant single factor,renewed
STH507421,TF121907,0.1,no dominant single factor,renewed
STH503255,TF109466,0.1,no dominant single factor,renewed
STH500395,TF101102,0.0,no dominant single factor,renewed
